[Header]
Data File Name	D:\助燃剂标准品检验\2#煤油\千分一2#煤-乙.qgd
Output Date	2018/4/17
Output Time	17:58:19

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	8700
Start Time(min)	3.000
End Time(min)	31.997
Ret.Time	Absolute Intensity	Relative Intensity
23.750	186508	3.35
23.753	187083	3.36
23.757	186408	3.35
23.760	186658	3.35
23.763	186344	3.35
23.767	187159	3.36
23.770	187510	3.37
23.773	186462	3.35
23.777	184882	3.32
23.780	185934	3.34
23.783	187935	3.37
23.787	188031	3.38
23.790	187861	3.37
23.793	189566	3.40
23.797	189740	3.41
23.800	188565	3.38
23.803	188877	3.39
23.807	189751	3.41
23.810	190093	3.41
23.813	191661	3.44
23.817	193906	3.48
23.820	193950	3.48
23.823	193942	3.48
23.827	193918	3.48
23.830	193868	3.48
23.833	191403	3.44
23.837	190088	3.41
23.840	190073	3.41
23.843	190102	3.41
23.847	189018	3.39
23.850	186674	3.35
23.853	186638	3.35
23.857	188044	3.38
23.860	187326	3.36
23.863	186635	3.35
23.867	186812	3.35
23.870	187052	3.36
23.873	186407	3.35
23.877	186083	3.34
23.880	186735	3.35
23.883	188528	3.38
23.887	188891	3.39
23.890	188055	3.38
23.893	186829	3.35
23.897	187074	3.36
23.900	186983	3.36
23.903	186776	3.35
23.907	187360	3.36
23.910	188401	3.38
23.913	188468	3.38
23.917	188599	3.39
23.920	188444	3.38
23.923	187331	3.36
23.927	186811	3.35
23.930	188099	3.38
23.933	188514	3.38
23.937	188247	3.38
23.940	188289	3.38
23.943	188080	3.38
23.947	187622	3.37
23.950	188240	3.38
23.953	187856	3.37
23.957	187272	3.36
23.960	187962	3.37
23.963	187775	3.37
23.967	187792	3.37
23.970	188062	3.38
23.973	188307	3.38
23.977	189767	3.41
23.980	190093	3.41
23.983	188577	3.39
23.987	188317	3.38
23.990	188937	3.39
23.993	189322	3.40
23.997	188452	3.38
24.000	187785	3.37
24.003	188184	3.38
24.007	189291	3.40
24.010	190173	3.41
24.013	190155	3.41
24.017	190205	3.41
24.020	190309	3.42
24.023	189276	3.40
24.027	189063	3.39
24.030	189849	3.41
24.033	189975	3.41
24.037	189508	3.40
24.040	188095	3.38
24.043	187433	3.36
24.047	188095	3.38
24.050	188795	3.39
24.053	189954	3.41
24.057	189803	3.41
24.060	189250	3.40
24.063	190095	3.41
24.067	190550	3.42
24.070	190291	3.42
24.073	189327	3.40
24.077	190142	3.41
24.080	191022	3.43
24.083	190779	3.42
24.087	189792	3.41
24.090	189333	3.40
24.093	189566	3.40
24.097	189529	3.40
24.100	188984	3.39
24.103	188218	3.38
24.107	186887	3.35
24.110	187789	3.37
24.113	189271	3.40
24.117	189097	3.39
24.120	188244	3.38
24.123	187253	3.36
24.127	187254	3.36
24.130	188808	3.39
24.133	189429	3.40
24.137	189416	3.40
24.140	189114	3.39
24.143	189158	3.40
24.147	189293	3.40
24.150	188286	3.38
24.153	188158	3.38
24.157	189239	3.40
24.160	189281	3.40
24.163	188258	3.38
24.167	188354	3.38
24.170	189413	3.40
24.173	190096	3.41
24.177	190338	3.42
24.180	191448	3.44
24.183	192818	3.46
24.187	193498	3.47
24.190	193422	3.47
24.193	192209	3.45
24.197	192931	3.46
24.200	193825	3.48
24.203	193637	3.48
24.207	193275	3.47
24.210	193595	3.48
24.213	193456	3.47
24.217	193274	3.47
24.220	192613	3.46
24.223	193525	3.47
24.227	195555	3.51
24.230	194720	3.50
24.233	194289	3.49
24.237	194951	3.50
24.240	194109	3.48
24.243	194769	3.50
24.247	195275	3.51
24.250	195359	3.51
24.253	195562	3.51
24.257	196498	3.53
24.260	196512	3.53
24.263	195316	3.51
24.267	194515	3.49
24.270	194843	3.50
24.273	195627	3.51
24.277	196211	3.52
24.280	195570	3.51
24.283	195757	3.51
24.287	195711	3.51
24.290	195385	3.51
24.293	195704	3.51
24.297	196188	3.52
24.300	195912	3.52
24.303	194706	3.50
24.307	194451	3.49
24.310	195210	3.50
24.313	195346	3.51
24.317	195572	3.51
24.320	195556	3.51
24.323	194353	3.49
24.327	193523	3.47
24.330	194731	3.50
24.333	195801	3.51
24.337	197422	3.54
24.340	198540	3.56
24.343	198758	3.57
24.347	198640	3.57
24.350	196941	3.54
24.353	196537	3.53
24.357	196468	3.53
24.360	196571	3.53
24.363	196567	3.53
24.367	196527	3.53
24.370	196198	3.52
24.373	194973	3.50
24.377	195662	3.51
24.380	197666	3.55
24.383	198164	3.56
24.387	198408	3.56
24.390	197954	3.55
24.393	199070	3.57
24.397	200737	3.60
24.400	200233	3.59
24.403	198797	3.57
24.407	199497	3.58
24.410	200538	3.60
24.413	201004	3.61
24.417	200599	3.60
24.420	200615	3.60
24.423	201127	3.61
24.427	201401	3.62
24.430	200648	3.60
24.433	200806	3.60
24.437	201458	3.62
24.440	201328	3.61
24.443	202461	3.63
24.447	202783	3.64
24.450	201827	3.62
24.453	201358	3.61
24.457	200650	3.60
24.460	200768	3.60
24.463	201469	3.62
24.467	201855	3.62
24.470	201310	3.61
24.473	201932	3.62
24.477	202873	3.64
24.480	202323	3.63
24.483	201354	3.61
24.487	200692	3.60
24.490	201150	3.61
24.493	201993	3.63
24.497	202721	3.64
24.500	201996	3.63
24.503	201292	3.61
24.507	201090	3.61
24.510	202131	3.63
24.513	204776	3.68
24.517	205246	3.68
24.520	204152	3.66
24.523	202368	3.63
24.527	200864	3.61
24.530	200334	3.60
24.533	200473	3.60
24.537	200390	3.60
24.540	200100	3.59
24.543	199842	3.59
24.547	198655	3.57
24.550	198159	3.56
24.553	199724	3.59
24.557	199971	3.59
24.560	199708	3.58
24.563	199780	3.59
24.567	200228	3.59
24.570	200167	3.59
24.573	199819	3.59
24.577	199931	3.59
24.580	200111	3.59
24.583	200339	3.60
24.587	200093	3.59
24.590	200362	3.60
24.593	200356	3.60
24.597	199672	3.58
24.600	199381	3.58
24.603	199520	3.58
24.607	200423	3.60
24.610	202252	3.63
24.613	202754	3.64
24.617	202722	3.64
24.620	201608	3.62
24.623	202090	3.63
24.627	201684	3.62
24.630	200165	3.59
24.633	200350	3.60
24.637	202653	3.64
24.640	205806	3.69
24.643	204923	3.68
24.647	202965	3.64
24.650	202302	3.63
24.653	201117	3.61
24.657	200868	3.61
24.660	201547	3.62
24.663	200534	3.60
24.667	199284	3.58
24.670	199932	3.59
24.673	200563	3.60
24.677	200180	3.59
24.680	199407	3.58
24.683	199307	3.58
24.687	200230	3.59
24.690	201510	3.62
24.693	201398	3.62
24.697	201038	3.61
24.700	200024	3.59
24.703	199131	3.57
24.707	199743	3.59
24.710	201038	3.61
24.713	201325	3.61
24.717	200348	3.60
24.720	200586	3.60
24.723	201589	3.62
24.727	201100	3.61
24.730	200765	3.60
24.733	200729	3.60
24.737	200935	3.61
24.740	200098	3.59
24.743	200846	3.61
24.747	201924	3.62
24.750	201837	3.62
24.753	201664	3.62
24.757	200960	3.61
24.760	200715	3.60
24.763	202108	3.63
24.767	201733	3.62
24.770	200911	3.61
24.773	201202	3.61
24.777	201257	3.61
24.780	201203	3.61
24.783	200876	3.61
24.787	201057	3.61
24.790	201271	3.61
24.793	201593	3.62
24.797	201753	3.62
24.800	201722	3.62
24.803	200863	3.61
24.807	200874	3.61
24.810	201099	3.61
24.813	201128	3.61
24.817	201400	3.62
24.820	202669	3.64
24.823	202971	3.64
24.827	202185	3.63
24.830	201059	3.61
24.833	201059	3.61
24.837	201782	3.62
24.840	202388	3.63
24.843	202491	3.63
24.847	202396	3.63
24.850	201482	3.62
24.853	200970	3.61
24.857	201058	3.61
24.860	200662	3.60
24.863	200349	3.60
24.867	200907	3.61
24.870	201226	3.61
24.873	202026	3.63
24.877	202553	3.64
24.880	202609	3.64
24.883	202742	3.64
24.887	202966	3.64
24.890	201186	3.61
24.893	199402	3.58
24.897	201088	3.61
24.900	201715	3.62
24.903	201120	3.61
24.907	201291	3.61
24.910	201110	3.61
24.913	201283	3.61
24.917	202378	3.63
24.920	203545	3.65
24.923	204565	3.67
24.927	205033	3.68
24.930	203893	3.66
24.933	203574	3.65
24.937	203663	3.66
24.940	202769	3.64
24.943	201342	3.61
24.947	201496	3.62
24.950	202614	3.64
24.953	202396	3.63
24.957	201881	3.62
24.960	201813	3.62
24.963	201824	3.62
24.967	201830	3.62
24.970	201431	3.62
24.973	200782	3.60
24.977	201016	3.61
24.980	203376	3.65
24.983	203609	3.65
24.987	203273	3.65
24.990	203721	3.66
24.993	204421	3.67
24.997	203784	3.66
25.000	204072	3.66
25.003	204575	3.67
25.007	203832	3.66
25.010	203060	3.65
25.013	203162	3.65
25.017	203732	3.66
25.020	203529	3.65
25.023	202187	3.63
25.027	202538	3.64
25.030	203685	3.66
25.033	203760	3.66
25.037	204106	3.66
25.040	204011	3.66
25.043	203802	3.66
25.047	203820	3.66
25.050	203432	3.65
25.053	203485	3.65
25.057	203449	3.65
25.060	204133	3.66
25.063	203870	3.66
25.067	203333	3.65
25.070	204484	3.67
25.073	205735	3.69
25.077	205662	3.69
25.080	205563	3.69
25.083	205265	3.68
25.087	205403	3.69
25.090	205889	3.70
25.093	207169	3.72
25.097	207405	3.72
25.100	206971	3.72
25.103	205685	3.69
25.107	205865	3.70
25.110	207151	3.72
25.113	206910	3.71
25.117	207374	3.72
25.120	206282	3.70
25.123	205490	3.69
25.127	205868	3.70
25.130	207135	3.72
25.133	207517	3.73
25.137	207412	3.72
25.140	206899	3.71
25.143	207238	3.72
25.147	207887	3.73
25.150	208576	3.74
25.153	208765	3.75
25.157	208959	3.75
25.160	208870	3.75
25.163	209495	3.76
25.167	209821	3.77
25.170	209025	3.75
25.173	208310	3.74
25.177	208386	3.74
25.180	208611	3.74
25.183	208931	3.75
25.187	208927	3.75
25.190	208879	3.75
25.193	208317	3.74
25.197	207494	3.72
25.200	208693	3.75
25.203	209898	3.77
25.207	210150	3.77
25.210	208763	3.75
25.213	207175	3.72
25.217	207384	3.72
25.220	207281	3.72
25.223	207854	3.73
25.227	208389	3.74
25.230	208079	3.74
25.233	208024	3.73
25.237	209097	3.75
25.240	209355	3.76
25.243	209363	3.76
25.247	209374	3.76
25.250	209290	3.76
25.253	209124	3.75
25.257	209801	3.77
25.260	210898	3.79
25.263	211018	3.79
25.267	209884	3.77
25.270	209726	3.76
25.273	209708	3.76
25.277	210071	3.77
25.280	210236	3.77
25.283	211470	3.80
25.287	213762	3.84
25.290	213740	3.84
25.293	213952	3.84
25.297	215667	3.87
25.300	215849	3.87
25.303	215986	3.88
25.307	216105	3.88
25.310	217827	3.91
25.313	218684	3.93
25.317	218460	3.92
25.320	219122	3.93
25.323	220362	3.96
25.327	219330	3.94
25.330	218486	3.92
25.333	218122	3.92
25.337	217802	3.91
25.340	218125	3.92
25.343	218100	3.92
25.347	217896	3.91
25.350	219514	3.94
25.353	220903	3.97
25.357	219683	3.94
25.360	219165	3.93
25.363	219407	3.94
25.367	218152	3.92
25.370	217821	3.91
25.373	218275	3.92
25.377	218389	3.92
25.380	218420	3.92
25.383	218451	3.92
25.387	217556	3.91
25.390	217338	3.90
25.393	217449	3.90
25.397	216855	3.89
25.400	217675	3.91
25.403	218904	3.93
25.407	219423	3.94
25.410	217802	3.91
25.413	217383	3.90
25.417	217319	3.90
25.420	218418	3.92
25.423	220009	3.95
25.427	220061	3.95
25.430	219804	3.95
25.433	219750	3.94
25.437	219823	3.95
25.440	220657	3.96
25.443	221240	3.97
25.447	220394	3.96
25.450	220803	3.96
25.453	223394	4.01
25.457	224321	4.03
25.460	224695	4.03
25.463	224585	4.03
25.467	223677	4.02
25.470	223489	4.01
25.473	224263	4.03
25.477	224819	4.04
25.480	224621	4.03
25.483	224426	4.03
25.487	224080	4.02
25.490	224512	4.03
25.493	227213	4.08
25.497	227434	4.08
25.500	227137	4.08
25.503	227509	4.08
25.507	227732	4.09
25.510	227778	4.09
25.513	228454	4.10
25.517	229036	4.11
25.520	230364	4.14
25.523	231127	4.15
25.527	233295	4.19
25.530	233812	4.20
25.533	231525	4.16
25.537	231048	4.15
25.540	232009	4.16
25.543	234904	4.22
25.547	236445	4.24
25.550	236098	4.24
25.553	235838	4.23
25.557	236629	4.25
25.560	237032	4.25
25.563	237757	4.27
25.567	241267	4.33
25.570	242670	4.36
25.573	242287	4.35
25.577	241271	4.33
25.580	241275	4.33
25.583	241443	4.33
25.587	241743	4.34
25.590	241953	4.34
25.593	241696	4.34
25.597	241471	4.33
25.600	241998	4.34
25.603	241705	4.34
25.607	241195	4.33
25.610	241697	4.34
25.613	243141	4.36
25.617	242444	4.35
25.620	242144	4.35
25.623	244613	4.39
25.627	246741	4.43
25.630	245033	4.40
25.633	244229	4.38
25.637	244836	4.39
25.640	244773	4.39
25.643	245135	4.40
25.647	244875	4.40
25.650	244778	4.39
25.653	245183	4.40
25.657	244104	4.38
25.660	243050	4.36
25.663	244733	4.39
25.667	246355	4.42
25.670	247029	4.43
25.673	247036	4.43
25.677	246763	4.43
25.680	247296	4.44
25.683	248948	4.47
25.687	249075	4.47
25.690	247849	4.45
25.693	247109	4.44
25.697	247615	4.44
25.700	248352	4.46
25.703	248181	4.46
25.707	248321	4.46
25.710	248858	4.47
25.713	248915	4.47
25.717	248047	4.45
25.720	247606	4.44
25.723	246927	4.43
25.727	246485	4.42
25.730	246553	4.43
25.733	246608	4.43
25.737	246680	4.43
25.740	246690	4.43
25.743	247122	4.44
25.747	246913	4.43
25.750	245246	4.40
25.753	244665	4.39
25.757	245001	4.40
25.760	246528	4.43
25.763	246467	4.42
25.767	245257	4.40
25.770	245066	4.40
25.773	246284	4.42
25.777	246746	4.43
25.780	245724	4.41
25.783	244942	4.40
25.787	246114	4.42
25.790	246215	4.42
25.793	244752	4.39
25.797	242857	4.36
25.800	244902	4.40
25.803	245706	4.41
25.807	244801	4.39
25.810	242858	4.36
25.813	242706	4.36
25.817	242518	4.35
25.820	241849	4.34
25.823	240587	4.32
25.827	240280	4.31
25.830	241087	4.33
25.833	242737	4.36
25.837	241371	4.33
25.840	239631	4.30
25.843	238674	4.28
25.847	238508	4.28
25.850	238725	4.29
25.853	239814	4.30
25.857	240725	4.32
25.860	240316	4.31
25.863	239853	4.31
25.867	239066	4.29
25.870	239380	4.30
25.873	240536	4.32
25.877	240277	4.31
25.880	238791	4.29
25.883	238358	4.28
25.887	238151	4.27
25.890	238201	4.28
25.893	238233	4.28
25.897	237449	4.26
25.900	236653	4.25
25.903	236535	4.25
25.907	237082	4.26
25.910	236773	4.25
25.913	236469	4.24
25.917	234864	4.22
25.920	233880	4.20
25.923	233658	4.19
25.927	233578	4.19
25.930	233460	4.19
25.933	234588	4.21
25.937	235608	4.23
25.940	234906	4.22
25.943	232095	4.17
25.947	231368	4.15
25.950	231471	4.16
25.953	229864	4.13
25.957	229241	4.12
25.960	229892	4.13
25.963	231041	4.15
25.967	231141	4.15
25.970	231155	4.15
25.973	229735	4.12
25.977	227684	4.09
25.980	227777	4.09
25.983	229145	4.11
25.987	229304	4.12
25.990	228868	4.11
25.993	229686	4.12
25.997	231127	4.15
26.000	230919	4.15
26.003	230252	4.13
26.007	229133	4.11
26.010	228709	4.11
26.013	228109	4.09
26.017	226289	4.06
26.020	228000	4.09
26.023	229309	4.12
26.027	229070	4.11
26.030	228417	4.10
26.033	228343	4.10
26.037	227968	4.09
26.040	228673	4.10
26.043	229450	4.12
26.047	229086	4.11
26.050	229597	4.12
26.053	229580	4.12
26.057	227834	4.09
26.060	226476	4.07
26.063	227796	4.09
26.067	228510	4.10
26.070	228740	4.11
26.073	228966	4.11
26.077	229146	4.11
26.080	229093	4.11
26.083	229097	4.11
26.087	228972	4.11
26.090	228999	4.11
26.093	229037	4.11
26.097	228477	4.10
26.100	227873	4.09
26.103	226905	4.07
26.107	226685	4.07
26.110	226658	4.07
26.113	226470	4.07
26.117	226827	4.07
26.120	226709	4.07
26.123	225285	4.04
26.127	224507	4.03
26.130	223216	4.01
26.133	222960	4.00
26.137	224500	4.03
26.140	225678	4.05
26.143	226813	4.07
26.147	227015	4.08
26.150	228014	4.09
26.153	227562	4.08
26.157	226776	4.07
26.160	226689	4.07
26.163	224378	4.03
26.167	224230	4.03
26.170	224387	4.03
26.173	224420	4.03
26.177	225730	4.05
26.180	226607	4.07
26.183	226128	4.06
26.187	227140	4.08
26.190	227688	4.09
26.193	227421	4.08
26.197	225783	4.05
26.200	224547	4.03
26.203	225743	4.05
26.207	227710	4.09
26.210	227228	4.08
26.213	224724	4.03
26.217	224239	4.03
26.220	224629	4.03
26.223	224019	4.02
26.227	223491	4.01
26.230	223565	4.01
26.233	224322	4.03
26.237	223115	4.01
26.240	221910	3.98
26.243	223139	4.01
26.247	225298	4.04
26.250	225145	4.04
26.253	224821	4.04
26.257	224145	4.02
26.260	224706	4.03
26.263	226506	4.07
26.267	226923	4.07
26.270	227333	4.08
26.273	227964	4.09
26.277	227970	4.09
26.280	227548	4.08
26.283	227317	4.08
26.287	226639	4.07
26.290	226645	4.07
26.293	228077	4.09
26.297	227206	4.08
26.300	224911	4.04
26.303	225397	4.05
26.307	226873	4.07
26.310	227537	4.08
26.313	227796	4.09
26.317	227246	4.08
26.320	226356	4.06
26.323	226171	4.06
26.327	227007	4.07
26.330	226934	4.07
26.333	226619	4.07
26.337	225225	4.04
26.340	224584	4.03
26.343	224756	4.03
26.347	226297	4.06
26.350	226938	4.07
26.353	226783	4.07
26.357	225607	4.05
26.360	224667	4.03
26.363	224693	4.03
26.367	225298	4.04
26.370	225419	4.05
26.373	226435	4.06
26.377	227579	4.09
26.380	227909	4.09
26.383	227429	4.08
26.387	225755	4.05
26.390	225695	4.05
26.393	224825	4.04
26.397	224759	4.03
26.400	225482	4.05
26.403	225208	4.04
26.407	223940	4.02
26.410	224259	4.03
26.413	224804	4.04
26.417	224742	4.03
26.420	224948	4.04
26.423	224876	4.04
26.427	225427	4.05
26.430	225689	4.05
26.433	225696	4.05
26.437	226689	4.07
26.440	227655	4.09
26.443	227337	4.08
26.447	227278	4.08
26.450	225841	4.05
26.453	224893	4.04
26.457	224027	4.02
26.460	223490	4.01
26.463	224613	4.03
26.467	225049	4.04
26.470	224861	4.04
26.473	224934	4.04
26.477	223232	4.01
26.480	222594	4.00
26.483	222065	3.99
26.487	221851	3.98
26.490	222753	4.00
26.493	223607	4.01
26.497	223147	4.01
26.500	221852	3.98
26.503	221401	3.97
26.507	222523	3.99
26.510	222899	4.00
26.513	222671	4.00
26.517	222698	4.00
26.520	223138	4.01
26.523	222394	3.99
26.527	222611	4.00
26.530	223346	4.01
26.533	222711	4.00
26.537	222215	3.99
26.540	222985	4.00
26.543	222651	4.00
26.547	220610	3.96
26.550	221076	3.97
26.553	222204	3.99
26.557	222017	3.99
26.560	222024	3.99
26.563	222715	4.00
26.567	223037	4.00
26.570	222988	4.00
26.573	221927	3.98
26.577	221439	3.97
26.580	221651	3.98
26.583	222247	3.99
26.587	222758	4.00
26.590	222177	3.99
26.593	222218	3.99
26.597	222584	4.00
26.600	222327	3.99
26.603	222474	3.99
26.607	222168	3.99
26.610	222114	3.99
26.613	222544	3.99
26.617	222112	3.99
26.620	221727	3.98
26.623	221784	3.98
26.627	222117	3.99
26.630	222011	3.99
26.633	221655	3.98
26.637	221828	3.98
26.640	221651	3.98
26.643	219990	3.95
26.647	220489	3.96
26.650	221796	3.98
26.653	219968	3.95
26.657	218608	3.92
26.660	218096	3.91
26.663	217468	3.90
26.667	217730	3.91
26.670	219563	3.94
26.673	219270	3.94
26.677	218622	3.92
26.680	217977	3.91
26.683	217912	3.91
26.687	218814	3.93
26.690	219697	3.94
26.693	219901	3.95
26.697	220865	3.96
26.700	221156	3.97
26.703	220391	3.96
26.707	220532	3.96
26.710	221588	3.98
26.713	222193	3.99
26.717	221402	3.97
26.720	220563	3.96
26.723	220357	3.96
26.727	219769	3.95
26.730	219666	3.94
26.733	218692	3.93
26.737	219241	3.94
26.740	220277	3.95
26.743	223318	4.01
26.747	223424	4.01
26.750	221258	3.97
26.753	220968	3.97
26.757	220392	3.96
26.760	220260	3.95
26.763	220229	3.95
26.767	222526	3.99
26.770	223506	4.01
26.773	223628	4.01
26.777	223437	4.01
26.780	223457	4.01
26.783	222846	4.00
26.787	223387	4.01
26.790	222709	4.00
26.793	221543	3.98
26.797	221284	3.97
26.800	221966	3.98
26.803	222453	3.99
26.807	222346	3.99
26.810	223312	4.01
26.813	223353	4.01
26.817	223621	4.01
26.820	223582	4.01
26.823	221351	3.97
26.827	220776	3.96
26.830	220975	3.97
26.833	221263	3.97
26.837	221543	3.98
26.840	221567	3.98
26.843	221682	3.98
26.847	221567	3.98
26.850	221228	3.97
26.853	221117	3.97
26.857	221702	3.98
26.860	221179	3.97
26.863	220875	3.96
26.867	221218	3.97
26.870	220898	3.97
26.873	220690	3.96
26.877	220351	3.96
26.880	218411	3.92
26.883	218183	3.92
26.887	218436	3.92
26.890	217953	3.91
26.893	216733	3.89
26.897	216351	3.88
26.900	218560	3.92
26.903	219490	3.94
26.907	220224	3.95
26.910	220778	3.96
26.913	220840	3.96
26.917	221029	3.97
26.920	221278	3.97
26.923	220045	3.95
26.927	220071	3.95
26.930	221017	3.97
26.933	220991	3.97
26.937	220344	3.96
26.940	220499	3.96
26.943	220154	3.95
26.947	220228	3.95
26.950	219845	3.95
26.953	220105	3.95
26.957	220712	3.96
26.960	220258	3.95
26.963	218160	3.92
26.967	217990	3.91
26.970	220255	3.95
26.973	220340	3.96
26.977	220142	3.95
26.980	220802	3.96
26.983	220470	3.96
26.987	219474	3.94
26.990	220640	3.96
26.993	221121	3.97
26.997	220894	3.97
27.000	220458	3.96
27.003	220923	3.97
27.007	221390	3.97
27.010	221197	3.97
27.013	221164	3.97
27.017	221318	3.97
27.020	221158	3.97
27.023	221799	3.98
27.027	221964	3.98
27.030	222260	3.99
27.033	221135	3.97
27.037	220823	3.96
27.040	220441	3.96
27.043	219939	3.95
27.047	221292	3.97
27.050	221088	3.97
27.053	221016	3.97
27.057	220385	3.96
27.060	220407	3.96
27.063	221451	3.98
27.067	221102	3.97
27.070	220710	3.96
27.073	220364	3.96
27.077	219690	3.94
27.080	219247	3.94
27.083	219248	3.94
27.087	218845	3.93
27.090	218556	3.92
27.093	219211	3.93
27.097	219797	3.95
27.100	218317	3.92
27.103	217562	3.91
27.107	219705	3.94
27.110	221132	3.97
27.113	220374	3.96
27.117	218694	3.93
27.120	218884	3.93
27.123	220039	3.95
27.127	219736	3.94
27.130	220255	3.95
27.133	220723	3.96
27.137	220215	3.95
27.140	220302	3.95
27.143	220357	3.96
27.147	220198	3.95
27.150	220035	3.95
27.153	220433	3.96
27.157	220903	3.97
27.160	220385	3.96
27.163	220511	3.96
27.167	221025	3.97
27.170	220989	3.97
27.173	220891	3.97
27.177	221358	3.97
27.180	223307	4.01
27.183	221253	3.97
27.187	221183	3.97
27.190	222419	3.99
27.193	222840	4.00
27.197	221722	3.98
27.200	222017	3.99
27.203	222561	4.00
27.207	223053	4.00
27.210	223872	4.02
27.213	224376	4.03
27.217	224545	4.03
27.220	223922	4.02
27.223	223357	4.01
27.227	223478	4.01
27.230	223393	4.01
27.233	223743	4.02
27.237	224031	4.02
27.240	223559	4.01
27.243	223553	4.01
27.247	223964	4.02
27.250	223984	4.02
27.253	224061	4.02
27.257	224687	4.03
27.260	224015	4.02
27.263	222995	4.00
27.267	223244	4.01
27.270	223636	4.01
27.273	223114	4.01
27.277	223017	4.00
27.280	223742	4.02
27.283	224084	4.02
27.287	223943	4.02
27.290	225065	4.04
27.293	225061	4.04
27.297	226330	4.06
27.300	226429	4.06
27.303	226491	4.07
27.307	226612	4.07
27.310	226473	4.07
27.313	226276	4.06
27.317	227765	4.09
27.320	228043	4.09
27.323	227018	4.08
27.327	226282	4.06
27.330	224411	4.03
27.333	223528	4.01
27.337	223644	4.01
27.340	225532	4.05
27.343	226744	4.07
27.347	227059	4.08
27.350	226609	4.07
27.353	225549	4.05
27.357	224719	4.03
27.360	224335	4.03
27.363	223590	4.01
27.367	223562	4.01
27.370	223721	4.02
27.373	224410	4.03
27.377	225148	4.04
27.380	225377	4.05
27.383	225919	4.06
27.387	226447	4.06
27.390	225778	4.05
27.393	226611	4.07
27.397	227607	4.09
27.400	227436	4.08
27.403	227713	4.09
27.407	227470	4.08
27.410	226072	4.06
27.413	225590	4.05
27.417	226202	4.06
27.420	226241	4.06
27.423	225732	4.05
27.427	225621	4.05
27.430	225895	4.05
27.433	225726	4.05
27.437	226129	4.06
27.440	225636	4.05
27.443	225586	4.05
27.447	226907	4.07
27.450	226690	4.07
27.453	225354	4.05
27.457	225342	4.05
27.460	227088	4.08
27.463	227616	4.09
27.467	227741	4.09
27.470	227954	4.09
27.473	227541	4.08
27.477	227908	4.09
27.480	228252	4.10
27.483	227614	4.09
27.487	227589	4.09
27.490	227274	4.08
27.493	227919	4.09
27.497	228643	4.10
27.500	228249	4.10
27.503	226577	4.07
27.507	225769	4.05
27.510	227803	4.09
27.513	229277	4.12
27.517	228548	4.10
27.520	228231	4.10
27.523	228856	4.11
27.527	228289	4.10
27.530	226500	4.07
27.533	226026	4.06
27.537	226192	4.06
27.540	227193	4.08
27.543	226018	4.06
27.547	225876	4.05
27.550	227519	4.08
27.553	228956	4.11
27.557	228876	4.11
27.560	228112	4.09
27.563	227117	4.08
27.567	227354	4.08
27.570	228094	4.09
27.573	227752	4.09
27.577	227169	4.08
27.580	227402	4.08
27.583	227633	4.09
27.587	229315	4.12
27.590	230080	4.13
27.593	229273	4.12
27.597	229255	4.12
27.600	229044	4.11
27.603	227262	4.08
27.607	226713	4.07
27.610	228334	4.10
27.613	230948	4.15
27.617	232256	4.17
27.620	231621	4.16
27.623	230364	4.14
27.627	231488	4.16
27.630	231336	4.15
27.633	229909	4.13
27.637	230401	4.14
27.640	230664	4.14
27.643	229556	4.12
27.647	228207	4.10
27.650	227768	4.09
27.653	229145	4.11
27.657	229836	4.13
27.660	230594	4.14
27.663	231831	4.16
27.667	231471	4.16
27.670	229430	4.12
27.673	228712	4.11
27.677	229582	4.12
27.680	229133	4.11
27.683	229570	4.12
27.687	230411	4.14
27.690	230312	4.13
27.693	230416	4.14
27.697	231210	4.15
27.700	231797	4.16
27.703	230967	4.15
27.707	229332	4.12
27.710	229158	4.11
27.713	230162	4.13
27.717	231390	4.15
27.720	232130	4.17
27.723	232004	4.16
27.727	230660	4.14
27.730	228889	4.11
27.733	229432	4.12
27.737	231083	4.15
27.740	231772	4.16
27.743	231151	4.15
27.747	230821	4.14
27.750	230791	4.14
27.753	230084	4.13
27.757	230307	4.13
27.760	230551	4.14
27.763	230547	4.14
27.767	230939	4.15
27.770	231147	4.15
27.773	231931	4.16
27.777	231462	4.15
27.780	231391	4.15
27.783	230818	4.14
27.787	231125	4.15
27.790	231137	4.15
27.793	231139	4.15
27.797	230905	4.14
27.800	231398	4.15
27.803	231410	4.15
27.807	230929	4.15
27.810	231494	4.16
27.813	232999	4.18
27.817	232991	4.18
27.820	232115	4.17
27.823	231442	4.15
27.827	231172	4.15
27.830	231728	4.16
27.833	232517	4.17
27.837	232145	4.17
27.840	231584	4.16
27.843	231967	4.16
27.847	234126	4.20
27.850	234952	4.22
27.853	235027	4.22
27.857	234577	4.21
27.860	234022	4.20
27.863	234522	4.21
27.867	234673	4.21
27.870	233334	4.19
27.873	232038	4.17
27.877	232302	4.17
27.880	232523	4.17
27.883	232703	4.18
27.887	234573	4.21
27.890	234675	4.21
27.893	232248	4.17
27.897	231966	4.16
27.900	233014	4.18
27.903	234043	4.20
27.907	233491	4.19
27.910	234775	4.21
27.913	235118	4.22
27.917	233002	4.18
27.920	232606	4.18
27.923	233801	4.20
27.927	232766	4.18
27.930	232206	4.17
27.933	232874	4.18
27.937	234251	4.20
27.940	234264	4.21
